-0.8346156297095302	-0.011410643816098243	+
-0.2846622542392248	-0.3486721184681011	-
-0.20806887869008578	-0.03601194982490701	+
-1.3957160112100062	-0.11137571860917696	-
-0.34259550033830416	-0.1401668019358125	+
-0.6505500211659186	-0.07302822666927293	+
-1.4803809318253198	-0.1756660822233944	-
-1.4489045362822375	-0.4218212952224222	-
-0.3719373912087727	-0.3427120590575305	-
-0.8527541073565315	-0.2535660550849819	-
-0.5363409704704915	-0.02730769259198873	+
-0.20987209305614107	-0.16060276539788032	+
-1.2149810023116767	-0.12504633127054168	-
-0.2311477746681922	-0.09509325366826302	+
-0.4071233491966311	-0.01685665988395013	+
-1.177691329890786	-0.36231207949649363	-
-1.4729303953475024	-0.4013484706458384	-
-0.47566490926776495	-0.07855723511558066	+
-1.231264034977154	-0.20960601475804622	-
-0.9640366551325559	-0.17451227410920966	-
-0.25955238391961877	-0.27275407640772714	+
-1.0682128326625213	-0.2914213514460323	-
-1.0310571257139756	-0.13029479308047628	+
-0.29274860349750575	-0.27688848089315404	+
-0.16054213386596866	-0.3200819312351504	+
-0.386389935271672	-0.2892192938800142	+
-0.7759173240252757	-0.11937835019507717	+
-0.39963564826690684	-0.03403216566006149	+
-0.9165117800131743	-0.0838738991835995	+
-0.9553368528077415	-0.03718528051551828	+
-0.6583159046579105	-0.14035992557756527	+
-1.0040620462099605	-0.15367190119446467	-
-0.7251613002255299	-0.03804237910425363	+
-1.3171126188380147	-0.022482614240165778	+
-1.368835609533391	-0.2094571708558759	-
-0.8971739496242149	-0.3366836990345468	-
-0.09785774350105192	-0.29300785913336536	+
-0.3567408910629337	-0.1267233885716438	+
-0.4608311754638655	-0.036223209235260394	+
-0.4879242120023046	-0.22601537910115832	+
-1.3883376078814849	-0.31236031718173196	-
-1.4550353962860947	-0.3434918496808767	-
-1.2588350080552801	-0.3981894165442285	-
-0.9360753382707439	-0.3647330391282419	-
-0.4538724531930333	-0.20592221639267552	+
-0.7884202728204199	-0.3135420694533841	-
-1.4547418992299042	-0.23579714482942785	-
-1.130407216283963	-0.4254377911487763	-
-1.4551310866998248	-0.2851143384108155	-
-1.4144368069837676	-0.41832858171808646	-
-0.4485034110005867	-0.2537043956213198	+
-0.49466737138218553	-0.2952860457989872	-
-0.13292961918549712	-0.3845462100941269	+
-0.4641762048909034	-0.23217414895792224	+
-0.5451054322740043	-0.07954549114642663	+
-0.6473166089910889	-0.3549810866224928	-
-1.1367518202585392	-0.03257046682599402	+
-1.3935669333356095	-0.14906216979616038	-
-0.48335363218883143	-0.23949883735810074	+
-0.9644219169925934	-0.2541543857399006	-
-0.6311453794807595	-0.023543336844037373	+
-0.943963828712804	-0.15333623386921333	+
-0.09943307892434555	-0.3950350952785112	+
-1.3309187690137467	-0.3700583751937717	-
-0.05157731097764123	-0.025949714056062563	+
-0.4361889386595878	-0.37377275074189126	-
-1.4881924719861652	-0.26114242136768995	-
-0.3244867400017057	-0.1224249477201889	+
-0.4978089513703631	-0.3617343511005472	-
-0.021230477883045162	-0.1365132145136684	+
-0.41456315337649946	-0.2948865285888336	+
-0.6649041813488769	-0.00854942055409951	+
-1.360412443109185	-0.4152604180971416	-
-0.538468521422997	-0.33420918449238535	-
-0.4862744230075644	-0.32769229283831713	-
-1.3140540704916912	-0.019595298474537986	+
-0.418548111983397	-0.34011873387173785	-
-1.1156358067764272	-0.28945890378025046	-
-0.7725929699377281	-0.4059352869855851	-
-1.213471765091142	-0.18622679063810452	-
-1.4921799919640057	-0.02367463806474993	-
-0.3181717196852934	-0.2793015625186861	+
-0.6208827387988947	-0.009343431627146919	+
-0.09120290896782224	-0.14536554660261627	+
-0.4773093366375458	-0.4162309364220436	-
-1.1736184978379152	-0.329105603578585	-
-1.24682600031563	-0.023226714381229537	+
-1.2298613976456845	-0.3112322521138177	-
-0.9229756804266895	-0.24793051437389504	-
-0.08210073221887398	-0.02066887783221121	+
-0.20173935655517095	-0.41473647406123904	-
-0.24449470864309325	-0.25285736124006747	+
-0.18789624330468946	-0.2444057183728448	+
-0.12705463275033485	-0.4133200355752332	-
-0.7839106075756144	-0.3741885761019657	-
-0.010193070372968016	-0.17708449576190896	+
-1.1427268637187402	-0.41185757307107285	-
-0.16541526141502566	-0.4277027335968523	-
-1.4193407158436573	-0.10629317467583058	-
-1.38664153866417	-0.3365325421870306	-
-0.5955213762382635	-0.3358338776597137	-
-0.2499046380867651	-0.37062388604669777	-
-0.08026676536240601	-0.42475000705549104	-
-1.3054334345581424	-0.27518958786035835	-
-0.16929569195973448	-0.38513923175010145	-
-0.689426478150899	-0.2751285062660407	-
-1.3061233541791948	-0.3218329938877107	-
-0.6617511279242364	-0.2626716083258238	-
-1.4306333589273927	-0.3609254880357466	-
-0.16830275550383572	-0.4263648523682464	-
-1.2857848807650603	-0.18548659955144642	-
-0.7750311646861873	-0.26575187861706506	-
-0.2310593443004636	-0.41492239806835596	-
-0.621684378899092	-0.2681273262196474	-
-0.6713103317111777	-0.34442096410289397	-
-1.1375678622600662	-0.36923830553640313	-
-0.2509674472139366	-0.4156587851015544	-
-0.2709490692664321	-0.4224777419992013	-
-0.34393224459366273	-0.40481152200044557	-
-0.953004821636087	-0.29824859800560394	-
-0.1653323552973911	-0.397979814337043	-
-0.48809990588334823	-0.31188685154310386	-
-1.016728697088045	-0.2842984011907537	-
-1.494700509791788	-0.2918551330565637	-
-1.0710792083913523	-0.36977870450820427	-
-0.017207453996444022	-0.4284168722057473	-
-0.42752746365377586	-0.3486865496030882	-
-0.914661895611419	-0.39526303611122493	-
-0.363168492449932	-0.38767535589185054	-
-1.4936251564735663	-0.3267739998314377	-
-0.02306673564986239	-0.425339996289702	-
-0.8160315387364108	-0.2758768476946939	-
-0.9781147736109643	-0.3648640032826632	-
-0.4276794112671058	-0.4164031243860105	-
-0.8642575276842364	-0.3411539144984826	-
-1.48415614974307	-0.055678653861049754	-
-0.08806229542260835	-0.42443798741025685	-
-1.0549664269039252	-0.21070730960642642	-
-1.3924753354551669	-0.2231553323641021	-
-0.2842210198101513	-0.36641847466623745	-
-1.4143363919023768	-0.26584953805040834	-
-1.2107745572799964	-0.38887093188928634	-
-1.0272332574104395	-0.2272453192735644	-
-0.682312787142979	-0.38510395619876325	-
-0.025991988469358074	-0.42819464642061517	-
-0.48152187385299716	-0.38713871663579313	-
-1.127894427485149	-0.2638911191770929	-
-1.376300093021187	-0.1158506382188215	-
-0.6413230880536775	-0.3401057801673872	-
-0.4405827228791025	-0.3828610095195375	-
-1.4748082145924313	-0.27846628435510307	-
-0.004991909557193419	-0.4275500149829724	-
-0.7915491986772306	-0.21771588755360427	-
-1.12535428792847	-0.2726725465763439	-
-0.6959045891622818	-0.28163198661264427	-
-0.6219023348737465	-0.27051024843325894	-
-1.3024008570676326	-0.18628859681774249	-
-0.13544224109274172	-0.4275118692191067	-
-1.459225319483183	-0.3780982033664172	-
-0.5798922948420715	-0.42643637399983114	-
-0.6055696928472161	-0.38813547764794826	-
-0.2670248404844601	-0.3858177698706821	-
-0.832399925152439	-0.3958490232374001	-
-0.06792084974149698	-0.42784915654225836	-
-1.3885078429621978	-0.07375793905783928	-
-0.8702883233640997	-0.404765276857373	-
-0.368201341113319	-0.3443683670189533	-
-0.47191569895325236	-0.3100207058042552	-
-1.1959213525901773	-0.3821238282962597	-
-1.2672148583459584	-0.09922898079803738	-
-1.247253561876044	-0.20551288250840088	-
-0.17455383729352703	-0.40182399910806116	-
-0.5108555149136169	-0.37138870966768334	-
-0.5239300980805244	-0.4084274191327555	-
-0.06605263976219689	-0.42753917647005435	-
-1.1831326019067305	-0.09111916722320398	-
-1.226736925141289	-0.11505996893287222	-
-0.4210608958280066	-0.33120189543807066	-
-1.4807772482658643	-0.33514181358836415	-
-0.743885129260448	-0.25456490295754747	-
-1.4732561635270276	-0.2156245935871689	-
-1.3883264039168823	-0.15897314932651455	-
-0.09888309024117642	-0.41772361670407354	-
-0.31949296479448863	-0.36161924334087964	-
-0.38910483703792764	-0.33636566228170545	-
-0.19119987603288052	-0.40102946814258955	-
-0.6345683993505253	-0.31700672560843224	-
-1.0984919968277846	-0.12265146801279975	-
-1.0747133095592634	-0.3956397229581583	-
-0.34301369049074926	-0.37504925699022995	-
-0.3654062376133597	-0.3759183894474073	-
-0.6677007299596178	-0.33906022347395964	-
-1.2781669049606685	-0.19896403821018613	-
-0.290157646194807	-0.4079200207641292	-
-0.7252624964776204	-0.24582017847113685	-
-1.2587537466274934	-0.4114351203635151	-
-0.3025138747829244	-0.3643364878976891	-
-0.2750141596127392	-0.42458548627108766	-
-0.8217286516675879	-0.42430601068853846	-
-0.37306827650903857	-0.41561909499519306	-
